number1,number2,result
65927,88148,154075
33846,61763,95609
74164,79461,153625
41177,44402,85579
65610,64136,129746
97070,29983,127053
90000,93461,183461
45131,28228,73359
48752,28316,77068
39461,79646,119107
74534,91379,165913
92363,9239,101602
57501,39409,96910
48653,37085,85738
54984,23550,78534
76469,8242,84711
22681,95436,118117
8134,42832,50966
60892,51243,112135
96204,3583,99787
20488,3725,24213
37347,28071,65418
2894,13455,16349
85857,76315,162172
21197,43687,64884
95812,18550,114362
68218,76751,144969
77287,97270,174557
47350,1503,48853
98612,84850,183462
41595,49872,91467
41023,76796,117819
11383,29354,40737
57600,2819,60419
85612,46424,132036
23942,7093,31035
78073,54871,132944
3951,65671,69622
9661,77262,86923
2788,20729,23517
44605,40764,85369
96794,72484,169278
70472,30512,100984
74958,95157,170115
51563,6666,58229
13783,18594,32377
66952,81170,148122
2837,45,2882
7602,44419,52021
67261,17270,84531
17743,58481,76224
71311,4308,75619
59492,92037,151529
50512,76490,127002
48796,65592,114388
53551,74753,128304
99533,36910,136443
48652,9808,58460
32384,13608,45992
58493,62341,120834
59309,11960,71269
84249,29469,113718
63833,78242,142075
30733,65731,96464
23287,47898,71185
31683,57642,89325
93321,67526,160847
99942,13245,113187
28665,39999,68664
62143,46204,108347
69798,25862,95660
79456,38473,117929
55444,24641,80085
5545,28711,34256
17152,34073,51225
38195,66364,104559
27172,16772,43944
24408,28386,52794
62518,15659,78177
29945,51604,81549
31254,96724,127978
26454,48639,75093
98061,95621,193682
16607,99108,115715
43988,19262,63250
95994,47772,143766
90359,82314,172673
44960,78188,123148
7878,57133,65011
87938,42459,130397
6367,38840,45207
84139,60216,144355
54168,93733,147901
56757,90332,147089
27161,81198,108359
70664,4664,75328
34243,95058,129301
10590,14373,24963
30450,30349,60799
65859,75046,140905
59188,71632,130820
41281,5036,46317
45096,67948,113044
705,64739,65444
82462,80538,163000
60062,49147,109209
47562,30307,77869
60803,11476,72279
61301,98822,160123
80210,55565,135775
13597,88853,102450
23608,2724,26332
76873,52252,129125
74613,94235,168848
72532,99816,172348
19371,64743,84114
23950,49273,73223
29059,2200,31259
64676,85915,150591
29086,80681,109767
98413,94464,192877
99450,24608,124058
68412,75080,143492
8584,76876,85460
98520,11439,109959
11528,32585,44113
8234,22143,30377
96612,26842,123454
5623,28534,34157
19162,19581,38743
76637,41438,118075
16453,47549,64002
47346,27403,74749
76849,93095,169944
47813,36434,84247
96334,12216,108550
20812,3485,24297
68448,29490,97938
20215,75260,95475
21233,97441,118674
16076,51885,67961
84280,34774,119054
26790,83617,110407
7528,6166,13694
18982,93894,112876
79957,44915,124872
82150,17444,99594
79904,13693,93597
19462,12112,31574
2448,18339,20787
51120,59943,111063
10284,22204,32488
8361,66915,75276
51027,19857,70884
57663,12990,70653
45882,7869,53751
78736,42542,121278
52164,96736,148900
88890,84690,173580
38572,17130,55702
97996,96230,194226
24734,91766,116500
95309,48788,144097
96707,21063,117770
79436,2789,82225
62154,16416,78570
92319,80348,172667
13465,83413,96878
79840,93699,173539
59370,95708,155078
2109,9114,11223
71976,93396,165372
71477,82142,153619
18522,92774,111296
69885,35249,105134
14291,45154,59445
77203,34547,111750
79438,38523,117961
18271,99021,117292
90017,86032,176049
31952,17951,49903
12721,72170,84891
69255,26372,95627
6443,42837,49280
97856,31586,129442
23077,76966,100043
5074,20319,25393
1508,52072,53580
58848,28087,86935
13782,21861,35643
14162,75180,89342
28665,58845,87510
51357,10939,62296
67581,41593,109174
25472,79672,105144
86873,7671,94544
78134,89727,167861
84353,39683,124036
44340,62550,106890
11316,367,11683
86109,30675,116784
13230,89668,102898
28443,66829,95272
27415,51016,78431
85031,39790,124821
1464,10045,11509
33358,46381,79739
47470,72653,120123
53042,98782,151824
69550,70955,140505
61707,56972,118679
86391,40652,127043
21229,74525,95754
24574,23509,48083
2392,19285,21677
9186,96388,105574
17252,98921,116173
6944,10954,17898
67195,57168,124363
39395,15982,55377
64703,82923,147626
71384,92514,163898
25377,86363,111740
90647,96226,186873
14740,2248,16988
23771,21977,45748
4777,23071,27848
9591,7667,17258
25806,25844,51650
68517,59370,127887
24186,73011,97197
65532,63066,128598
54279,34401,88680
64832,83940,148772
41364,9768,51132
57309,63405,120714
4937,52593,57530
22610,73120,95730
65040,22345,87385
92876,40782,133658
50530,41232,91762
5144,14102,19246
18222,73481,91703
92391,19741,112132
98272,56522,154794
13833,41023,54856
65886,12334,78220
18109,48982,67091
90630,36028,126658
40274,18994,59268
19323,95581,114904
15016,50810,65826
89441,16239,105680
38578,22037,60615
29282,18739,48021
89548,86048,175596
81441,14994,96435
87747,43242,130989
28793,72311,101104
63891,5755,69646
6235,39001,45236
64283,42732,107015
98244,15718,113962
47672,13406,61078
92045,99970,192015
24030,18521,42551
42232,69988,112220
10267,10805,21072
47913,59679,107592
17770,20846,38616
38815,49490,88305
65056,18427,83483
51712,35295,87007
53994,67872,121866
7505,1493,8998
23612,23161,46773
8057,32195,40252
85536,32205,117741
50439,64922,115361
48677,28243,76920
33950,36755,70705
95112,67539,162651
47161,34635,81796
80624,50529,131153
14543,70344,84887
47871,24373,72244
2631,49719,52350
826,78134,78960
99685,13323,113008
49511,5238,54749
58077,20014,78091
26693,939,27632
81829,75612,157441
2110,91952,94062
30301,76962,107263
71207,69739,140946
72229,16590,88819
64920,23220,88140
62984,24986,87970
22079,32893,54972
61159,3580,64739
79263,51436,130699
17588,38477,56065
9426,74269,83695
16867,58264,75131
36115,56374,92489
70635,56892,127527
88912,87678,176590
72001,58323,130324
91395,71020,162415
25130,27791,52921
28729,95840,124569
98661,48804,147465
41259,18010,59269
82878,39711,122589
76739,39502,116241
42065,80311,122376
19290,11231,30521
79394,56191,135585
59000,21268,80268
95541,14599,110140
91465,87510,178975
64007,12177,76184
68553,72362,140915
2119,77317,79436
66202,17707,83909
60963,14674,75637
45034,63542,108576
32501,26417,58918
34274,27941,62215
98034,56891,154925
66883,79140,146023
10930,66114,77044
31918,34575,66493
43022,42133,85155
61744,29024,90768
58121,82636,140757
8794,17633,26427
5027,93446,98473
32506,65615,98121
86322,55394,141716
34361,14705,49066
92985,16725,109710
11893,16923,28816
60918,22160,83078
99611,99396,199007
98173,80858,179031
6355,20579,26934
62616,73489,136105
59765,3080,62845
59871,28634,88505
37631,12663,50294
26938,32040,58978
26594,49803,76397
41694,24642,66336
27931,19024,46955
24674,74684,99358
12996,1603,14599
34112,95867,129979
65784,21216,87000
51094,24640,75734
25376,51463,76839
41062,65406,106468
28687,21793,50480
54256,82495,136751
12000,85467,97467
6383,71182,77565
36478,71806,108284
89153,56358,145511
49495,25127,74622
79513,92307,171820
47922,83557,131479
27064,60037,87101
93788,81723,175511
9467,70791,80258
32651,49943,82594
61318,47600,108918
44613,81412,126025
36845,62016,98861
59855,82831,142686
1542,3455,4997
56185,9295,65480
42673,4135,46808
26602,50187,76789
92325,35915,128240
51845,20935,72780
10979,46842,57821
96789,1836,98625
47420,53688,101108
93343,40713,134056
79711,16232,95943
88241,64969,153210
83451,78297,161748
98341,22168,120509
13820,32247,46067
64373,56509,120882
38462,78234,116696
21034,35943,56977
52583,11476,64059
93515,22556,116071
82872,87129,170001
87023,74021,161044
67691,49701,117392
69904,43845,113749
60694,57945,118639
21053,54488,75541
94619,28003,122622
14428,98072,112500
98706,52675,151381
19594,84403,103997
69143,51756,120899
52879,4236,57115
78214,26601,104815
45172,56846,102018
87092,20119,107211
82617,32105,114722
21956,29872,51828
63777,84898,148675
12391,61756,74147
40428,7357,47785
49922,91477,141399
22958,29745,52703
96670,93056,189726
64768,29353,94121
49942,50765,100707
25258,78187,103445
81713,96311,178024
90596,56482,147078
15917,17147,33064
25107,38623,63730
33612,33571,67183
49207,18589,67796
59434,13070,72504
19948,63609,83557
26693,97726,124419
30064,30852,60916
31240,17202,48442
74298,48815,123113
71513,83705,155218
12852,90919,103771
58798,12031,70829
7377,97578,104955
3150,59632,62782
66113,36922,103035
66752,40861,107613
64850,39750,104600
67483,37521,105004
34636,51451,86087
19125,25311,44436
30223,90651,120874
81729,50557,132286
68299,69227,137526
64220,30164,94384
13836,3332,17168
15845,1561,17406
32496,83685,116181
64858,11655,76513
84531,5263,89794
84666,201,84867
1379,95911,97290
73680,80075,153755
59617,28047,87664
13987,9516,23503
44590,77208,121798
13699,69260,82959
121,88467,88588
31823,63010,94833
37628,67719,105347
80719,97169,177888
99345,58362,157707
75075,61320,136395
98777,48363,147140
28028,49789,77817
42834,96864,139698
23097,27927,51024
8730,77642,86372
73183,72049,145232
81310,97960,179270
72537,50899,123436
70658,91022,161680
76264,66638,142902
43475,22114,65589
57772,93523,151295
26204,89560,115764
31419,80928,112347
18623,22228,40851
49289,33344,82633
50422,81598,132020
44689,8180,52869
40544,32263,72807
31971,33105,65076
4337,54294,58631
63123,5273,68396
11295,82048,93343
80898,15284,96182
75543,62015,137558
34830,28709,63539
2109,33726,35835
341,65954,66295
54209,96412,150621
52481,31752,84233
63455,31359,94814
52638,73410,126048
78432,77003,155435
61090,12288,73378
62581,45105,107686
6195,22971,29166
11730,20958,32688
43717,85453,129170
55030,71117,126147
34296,69798,104094
37263,32755,70018
50106,74874,124980
65020,21827,86847
55326,63097,118423
81460,68671,150131
45363,3248,48611
91477,30099,121576
5675,30780,36455
91649,61947,153596
53557,95988,149545
34750,3785,38535
76431,36947,113378
89646,56559,146205
27062,31168,58230
37967,36857,74824
60735,46469,107204
87821,39546,127367
84480,39465,123945
56758,92224,148982
79934,18667,98601
66733,68913,135646
7922,90324,98246
58694,20002,78696
81094,44082,125176
39211,4191,43402
92497,69524,162021
2730,91006,93736
50834,30032,80866
17314,70535,87849
96139,55763,151902
51850,60657,112507
67846,34923,102769
97636,96820,194456
30215,4929,35144
37944,41639,79583
82010,72675,154685
56083,27652,83735
28377,27499,55876
89489,25166,114655
26570,43929,70499
26049,17133,43182
9102,31570,40672
78334,22565,100899
81708,88053,169761
57050,38194,95244
58865,48882,107747
29561,39451,69012
65430,91361,156791
96784,2377,99161
72225,30921,103146
71394,20696,92090
84632,93625,178257
67857,39936,107793
79703,21800,101503
19093,57504,76597
97889,72275,170164
90198,22081,112279
93955,34680,128635
3664,22546,26210
47686,69569,117255
32866,64559,97425
50014,75699,125713
51946,62101,114047
21844,98574,120418
91867,77493,169360
85410,5156,90566
42983,54842,97825
38450,28153,66603
71737,34369,106106
46949,10667,57616
41784,23408,65192
168,88902,89070
15361,11189,26550
22295,43362,65657
53222,4365,57587
42183,11622,53805
19865,16190,36055
96741,56085,152826
87659,17031,104690
64900,93754,158654
98272,64214,162486
32494,60987,93481
65935,17792,83727
32245,58154,90399
84280,37398,121678
9767,43992,53759
41395,50469,91864
40341,24450,64791
52222,72897,125119
42965,5107,48072
94797,81703,176500
59641,58338,117979
55196,67780,122976
97992,54596,152588
44789,70677,115466
69692,26283,95975
74256,80069,154325
44723,52722,97445
86640,54643,141283
91389,90618,182007
76886,86385,163271
70369,11247,81616
56621,24259,80880
28124,18342,46466
90996,66623,157619
15161,71209,86370
65154,55493,120647
51581,81342,132923
59439,97866,157305
22062,7296,29358
19743,54847,74590
2723,67287,70010
9532,32165,41697
14547,71843,86390
74989,62297,137286
1170,58983,60153
18883,38471,57354
4952,34970,39922
40121,56457,96578
67859,86129,153988
25188,12700,37888
83657,40426,124083
40703,69520,110223
3957,12599,16556
27537,77033,104570
50722,72095,122817
81384,1387,82771
13960,24459,38419
72930,9722,82652
57172,85453,142625
56370,62069,118439
19355,19297,38652
2933,92227,95160
34625,36582,71207
83792,21159,104951
69906,11782,81688
19615,74129,93744
30063,81586,111649
9093,63624,72717
57164,18956,76120
57842,89131,146973
14635,75134,89769
94426,15795,110221
44182,73879,118061
81244,62546,143790
5690,74344,80034
59860,3671,63531
34962,3900,38862
20861,23601,44462
69114,66078,135192
36782,84267,121049
45162,10639,55801
73577,49047,122624
13821,55974,69795
65745,34957,100702
25605,44801,70406
75919,53269,129188
56868,67297,124165
77395,96932,174327
97937,82859,180796
61123,18330,79453
55364,62605,117969
37569,573,38142
96741,78373,175114
88708,34014,122722
60888,95959,156847
33582,51049,84631
99682,61051,160733
75616,17027,92643
95830,85443,181273
73106,22717,95823
8942,91537,100479
56097,32376,88473
97071,99471,196542
8447,80430,88877
16082,3491,19573
34972,69433,104405
40607,84010,124617
48542,43134,91676
67725,36852,104577
47656,10014,57670
61652,69342,130994
45068,30870,75938
85743,57108,142851
17060,43382,60442
35658,39277,74935
19694,20612,40306
53106,82078,135184
30894,97555,128449
60451,25207,85658
62214,49793,112007
14660,51409,66069
52039,31012,83051
68608,14208,82816
46780,61350,108130
59087,66667,125754
73047,78572,151619
78031,93846,171877
67844,81943,149787
20478,1828,22306
60882,47004,107886
70668,77844,148512
52436,8645,61081
73549,27313,100862
97371,90372,187743
81204,81122,162326
61614,10836,72450
82073,3462,85535
30725,54157,84882
64323,67767,132090
31498,55298,86796
51587,95915,147502
47695,21357,69052
84883,88821,173704
44934,87552,132486
65081,9218,74299
56918,44608,101526
22834,78394,101228
31014,45091,76105
59856,91511,151367
64527,81926,146453
57418,52830,110248
23251,40196,63447
68091,36411,104502
12259,47662,59921
35282,86788,122070
10775,89139,99914
51483,79201,130684
50656,16414,67070
39495,8289,47784
15544,17082,32626
75864,84192,160056
86064,10166,96230
24209,22222,46431
75133,29203,104336
8995,50288,59283
33338,53423,86761
75768,96281,172049
46837,39558,86395
17012,93351,110363
16799,4827,21626
58484,31685,90169
64839,8803,73642
87032,76102,163134
4709,3089,7798
98803,56452,155255
69595,99909,169504
6202,94929,101131
35801,25857,61658
60819,18584,79403
26372,77858,104230
409,97269,97678
31238,75197,106435
8032,65872,73904
63441,70249,133690
10675,87032,97707
55973,27882,83855
26667,11387,38054
41250,43590,84840
65179,27009,92188
14008,53691,67699
18925,85339,104264
82723,5718,88441
8470,69171,77641
70654,63900,134554
74854,51982,126836
97314,8154,105468
91841,44653,136494
13415,27767,41182
86091,65983,152074
19562,21341,40903
59453,37455,96908
5967,63337,69304
92497,90903,183400
15366,5430,20796
84953,4121,89074
35689,89348,125037
49193,33754,82947
9735,21691,31426
74943,67139,142082
56688,67782,124470
14560,26259,40819
52260,12825,65085
30035,6456,36491
99515,49619,149134
47764,96303,144067
88525,40375,128900
63178,77063,140241
60562,64012,124574
40867,54159,95026
57357,98289,155646
84932,50770,135702
35755,75943,111698
42566,82996,125562
73840,69759,143599
38121,65716,103837
97943,31587,129530
28300,67479,95779
18876,32570,51446
26682,55941,82623
33612,1688,35300
59787,2260,62047
84194,73949,158143
25932,22101,48033
60380,57683,118063
64532,39607,104139
68332,77574,145906
62687,79396,142083
16776,5034,21810
95893,34545,130438
95579,12204,107783
30584,47823,78407
16702,21085,37787
9402,85088,94490
24028,4760,28788
98954,55284,154238
56476,3824,60300
75685,57391,133076
27101,82395,109496
26042,26879,52921
32773,88745,121518
83245,79716,162961
33581,15736,49317
35084,64801,99885
6593,71269,77862
60068,26105,86173
47086,73366,120452
88454,56873,145327
23777,76850,100627
15582,33737,49319
34668,51721,86389
62678,52588,115266
19069,15907,34976
92979,74598,167577
16008,44949,60957
68641,81758,150399
46503,49608,96111
44407,61504,105911
69392,87714,157106
39583,4993,44576
96182,53181,149363
62626,45624,108250
16791,22146,38937
78283,84961,163244
65963,75732,141695
27462,89652,117114
2087,57786,59873
83007,57389,140396
82267,6388,88655
23960,81673,105633
84466,95550,180016
86235,63610,149845
52361,33450,85811
15155,98710,113865
90328,73854,164182
65616,53856,119472
63585,4936,68521
37428,23959,61387
52,81128,81180
69799,9285,79084
87677,9101,96778
54419,89298,143717
95129,46849,141978
13273,41941,55214
92260,21842,114102
29249,48677,77926
51222,24887,76109
75483,47946,123429
97545,19264,116809
76512,10817,87329
91752,85539,177291
34681,25108,59789
19818,98681,118499
85216,35797,121013
47076,55385,102461
7651,80415,88066
90171,42658,132829
58933,57243,116176
53543,97795,151338
73704,15484,89188
99101,64149,163250
58738,83750,142488
68211,42202,110413
10172,29371,39543
65439,96310,161749
32302,17097,49399
26412,98006,124418
47526,51856,99382
31865,70394,102259
98479,5671,104150
1906,4559,6465
39770,89393,129163
24113,39956,64069
20270,27084,47354
100000,63592,163592
30635,12130,42765
89664,69908,159572
62202,38582,100784
68291,64506,132797
77905,84298,162203
79093,68757,147850
40985,96762,137747
45325,53140,98465
65534,70904,136438
70726,38295,109021
65457,44522,109979
80965,2767,83732
69659,12213,81872
34491,23098,57589
87318,86101,173419
34020,29666,63686
54306,85658,139964
31105,19034,50139
50622,40806,91428
35106,41751,76857
84997,7723,92720
82891,97401,180292
61657,27220,88877
22963,56328,79291
37224,74639,111863
19832,66498,86330
88866,90264,179130
62620,19024,81644
54532,97450,151982
97885,73062,170947
92875,94135,187010
1653,59484,61137
37697,96979,134676
87518,56868,144386
18831,90135,108966
33428,47657,81085
32004,87277,119281
52165,99535,151700
39196,93862,133058
8881,37171,46052
23608,69366,92974
60444,60547,120991
52072,95968,148040
72910,37408,110318
22379,21936,44315
11032,98651,109683
3027,64351,67378
210,37730,37940
41939,80065,122004
17928,17845,35773
98409,11657,110066
47676,70791,118467
69836,96962,166798
95965,33556,129521
92529,75353,167882
88480,61899,150379
54184,55115,109299
66080,60029,126109
7509,74004,81513
53241,44243,97484
88759,55745,144504
70025,10187,80212
52622,30374,82996
37629,68596,106225
92333,50389,142722
29081,15305,44386
40325,51610,91935
89274,68128,157402
59154,59592,118746
13831,20497,34328
7145,94050,101195
27248,14259,41507
8270,37937,46207
65383,4652,70035
59138,4593,63731
72720,27365,100085
26450,59978,86428
85886,71706,157592
4657,46486,51143
50217,60370,110587
1260,48686,49946
79427,988,80415
14866,79386,94252
45393,45930,91323
12580,99679,112259
60857,14186,75043
65848,1580,67428
74368,48827,123195
89570,49771,139341
11988,75019,87007
52076,89079,141155
83405,9411,92816
71930,11581,83511
20942,66118,87060
75711,10028,85739
43424,76311,119735
65505,25487,90992
7423,31241,38664
51756,26333,78089
66850,48814,115664
52951,80169,133120
18672,73919,92591
53570,58266,111836
63115,13792,76907
77545,78127,155672
2825,67573,70398
74662,20288,94950
38466,23039,61505
97439,18180,115619
80573,74567,155140
71795,47270,119065
11030,59281,70311
61761,11483,73244
1801,30427,32228
822,53468,54290
46385,55807,102192
41600,42996,84596
90574,21361,111935
95176,52453,147629
84412,26734,111146
30872,42099,72971
52692,60373,113065
36640,68976,105616
95831,58396,154227
53605,10179,63784
96669,31901,128570
52692,69651,122343
37872,43141,81013
73519,84415,157934
53440,5352,58792
73821,53279,127100
62735,15154,77889
17931,2820,20751
85928,80657,166585
17856,47481,65337
18384,47705,66089
88150,17879,106029
93747,19895,113642
22645,99785,122430
21197,35460,56657
40137,54737,94874
26013,65917,91930
47400,72033,119433
45014,65486,110500
68260,7712,75972
85387,99551,184938
99423,84138,183561
87344,90823,178167
63835,97195,161030
34505,78493,112998
5990,41460,47450
5374,33143,38517
54728,14866,69594
3617,39851,43468
40924,44985,85909
83726,21675,105401
20300,50120,70420
84739,54345,139084
27236,31564,58800
41614,77492,119106
17151,95973,113124
87900,13430,101330
90274,25038,115312
35925,56366,92291
68539,62427,130966
57130,9410,66540
16381,91887,108268
12139,60200,72339
77,60487,60564
69761,59736,129497
18868,99147,118015
28026,89683,117709
21118,21396,42514
97259,16636,113895
37662,78845,116507
48949,8021,56970
41695,72845,114540
93222,11149,104371
83721,90082,173803
32647,57300,89947
17716,38576,56292
83796,9147,92943
11771,49819,61590
56626,42625,99251
81907,48522,130429
70069,75674,145743
17405,75205,92610
4621,24007,28628
24946,17961,42907
57881,61709,119590
86535,10019,96554
73115,40847,113962
23284,76,23360
2627,21717,24344
91681,40564,132245
55249,44464,99713
85959,16820,102779
9578,24648,34226
77454,43278,120732
92092,73227,165319
11771,61131,72902
84791,55542,140333
17215,79279,96494
70165,69652,139817
80698,90164,170862
75455,96815,172270
85761,97872,183633
53064,79,53143
31082,19758,50840
47961,54476,102437
19525,64093,83618
89877,98839,188716
11051,78857,89908
54827,70729,125556
86810,91547,178357
30267,59733,90000
35288,45153,80441
66450,71866,138316
87251,78458,165709
92964,88261,181225
36557,9951,46508
97,32024,32121
65183,84608,149791
71587,55782,127369
32444,30366,62810
92042,10061,102103
76390,12140,88530
31526,48396,79922
91118,25779,116897
77977,21028,99005
3867,89079,92946
96846,48997,145843
3062,74516,77578
81083,71892,152975
67486,49636,117122
87383,26885,114268
61723,23596,85319
58636,90764,149400
86548,25570,112118
16509,41627,58136
25619,60949,86568
28424,29596,58020
41709,34152,75861
53369,7348,60717
21881,30760,52641
3550,36402,39952
24814,98773,123587
28814,33091,61905
46802,73288,120090
59232,6014,65246
13141,57038,70179
2015,47976,49991
16491,5624,22115
69937,29960,99897
54035,94562,148597
21407,88199,109606
30726,32988,63714
91213,17867,109080
69567,97360,166927
47784,78237,126021
19336,23607,42943
25925,87403,113328
88303,48584,136887
68279,55413,123692
18817,46992,65809
18352,706,19058
48708,70085,118793
58901,2600,61501
52596,4182,56778
38232,98360,136592
55079,21936,77015
86266,97182,183448
76600,91429,168029
64425,9508,73933
26821,24328,51149
64977,51366,116343
68292,96853,165145
84182,25716,109898
38327,75744,114071
44230,85233,129463
66902,65567,132469
26125,90848,116973
70049,57951,128000
22068,77203,99271
54504,35558,90062
47328,74577,121905
58586,48604,107190
82478,93138,175616
22391,71005,93396
29148,22507,51655
40862,92178,133040
50231,46078,96309
13004,1522,14526
17737,47494,65231
46158,10313,56471
22584,19336,41920
37743,48194,85937
65393,56494,121887
5624,93113,98737
27544,26078,53622
92282,994,93276
22764,13673,36437
23582,7661,31243
92761,96303,189064
22664,97441,120105
60344,50096,110440
35530,97474,133004
15537,66305,81842
68513,89222,157735
95015,12204,107219
99489,54781,154270
51831,9116,60947
29775,97554,127329
35878,10753,46631
85920,36946,122866
65486,66082,131568
85983,29256,115239
69312,39326,108638
27160,77477,104637
72368,52566,124934
65337,4917,70254
4657,65206,69863
33220,90727,123947
92984,80536,173520
88735,94031,182766
35689,75778,111467
11330,41776,53106
10169,53694,63863
91163,86155,177318
86680,24821,111501
1786,43826,45612
84256,38458,122714
27581,27376,54957
59506,58430,117936
34999,72110,107109
70820,95548,166368
16699,83308,100007
49604,86756,136360
78959,47165,126124
77451,50667,128118
66229,4151,70380
9823,47156,56979
83198,16251,99449
10443,14028,24471
53528,5144,58672
8273,62242,70515
22204,64063,86267
71838,67791,139629
54832,10772,65604
83399,75186,158585
43897,32809,76706
89929,86806,176735
73603,70489,144092
11516,66303,77819
2826,33984,36810
3783,71728,75511
24909,26127,51036
6530,13506,20036
78252,21670,99922
8997,62211,71208
54818,27973,82791
54163,82689,136852
82096,21531,103627
22827,52095,74922
88726,77973,166699
73751,6034,79785
42014,74229,116243
520,56452,56972
14814,9135,23949
98051,57117,155168
92147,93987,186134
68306,80203,148509
76853,82080,158933
28365,85880,114245
69713,70386,140099
90703,90074,180777
6740,25671,32411
33214,82628,115842
74697,39620,114317
20686,67782,88468
54154,28085,82239
54507,76452,130959
6713,8703,15416
57284,92739,150023
30874,11036,41910
33774,42887,76661
25666,38698,64364
4194,94754,98948
60130,43820,103950
13037,99874,112911
32797,26014,58811
60452,10178,70630
91279,76262,167541
67831,75118,142949
99364,18363,117727
32684,44480,77164
29894,18277,48171
51999,26884,78883
67131,45610,112741
41175,38856,80031
91111,42015,133126
37059,88333,125392
88528,99993,188521
52517,39478,91995
87367,20461,107828
99381,3306,102687
86732,60138,146870
37957,58606,96563
88658,63957,152615
48612,56926,105538
4782,976,5758
57200,1135,58335
26972,39481,66453
260,73539,73799
46497,34239,80736
57085,61363,118448
48202,98575,146777
94846,37419,132265
18638,14562,33200
46725,76347,123072
11787,92916,104703
41943,47297,89240
46678,19507,66185
95463,78115,173578
5190,24276,29466
84960,18805,103765
63497,34632,98129
11279,30079,41358
19923,58461,78384
64652,49506,114158
60,12681,12741
86875,43440,130315
40841,17544,58385
1290,25769,27059
24255,20351,44606
50508,55668,106176
42743,15634,58377
11699,86607,98306
43684,81067,124751
54824,68917,123741
74508,35618,110126
66690,2018,68708
39142,99246,138388
24560,94511,119071
9393,232,9625
27736,75921,103657
52393,75051,127444
41855,28914,70769
45458,2954,48412
33038,73348,106386
1447,71229,72676
73461,87279,160740
35386,18960,54346
60136,24717,84853
20044,17839,37883
9142,62860,72002
78722,80199,158921
8441,73380,81821
27375,8587,35962
98796,85610,184406
82544,50306,132850
19684,50555,70239
10872,845,11717
10561,83930,94491
64366,33483,97849
67920,60574,128494
58675,14169,72844
50903,44773,95676
14066,57743,71809
97742,22138,119880
57095,50986,108081
60816,80760,141576
86064,53836,139900
44649,54930,99579
77032,2853,79885
18476,26867,45343
60356,78204,138560
94210,23498,117708
14105,78386,92491
28929,51686,80615
96814,88570,185384
43645,21145,64790
99923,45681,145604
46028,6373,52401
9846,80238,90084
30317,62314,92631
74235,1814,76049
23680,7617,31297
29344,32455,61799
59453,80514,139967
90081,97173,187254
82,10504,10586
49260,17252,66512
48689,2056,50745
49891,1921,51812
29028,19319,48347
99412,24280,123692
45195,73099,118294
43055,78366,121421
60254,47541,107795
52487,53823,106310
9830,74,9904
76785,87913,164698
41313,74830,116143
80786,32538,113324
96746,65145,161891
51121,97450,148571
89656,32999,122655
56193,3558,59751
68581,88093,156674
87803,4564,92367
53114,1693,54807
75044,61921,136965
54835,62615,117450
9452,65859,75311
80819,84341,165160
88368,10254,98622
20059,19498,39557
74365,34538,108903
69154,32421,101575
91846,55330,147176
54431,41098,95529
96338,47514,143852
44440,64375,108815
11030,53595,64625
33110,78302,111412
19507,82034,101541
11379,96413,107792
38000,8068,46068
9467,87491,96958
43925,31458,75383
130,50506,50636
28973,82462,111435
73619,38718,112337
31744,40578,72322
5968,99073,105041
79805,60498,140303
87135,51564,138699
78974,93846,172820
95068,62560,157628
38235,43879,82114
41169,9097,50266
86378,91511,177889
93427,88371,181798
203,55130,55333
60341,19071,79412
62262,84876,147138
97372,79270,176642
64695,40354,105049
49814,9656,59470
38264,80761,119025
58133,41883,100016
41693,45727,87420
70638,41756,112394
5146,7783,12929
85504,14870,100374
95099,92627,187726
33,49015,49048
14551,10106,24657
36149,73814,109963
49571,439,50010
35567,61882,97449
4576,81240,85816
23630,34640,58270
70594,6972,77566
47345,56422,103767
53786,15216,69002
73564,26273,99837
81846,7147,88993
98403,1628,100031
57311,80659,137970
41251,24369,65620
99293,32146,131439
15054,72120,87174
58075,45913,103988
14728,62456,77184
84140,23256,107396
58568,83541,142109
34631,39764,74395
35811,55392,91203
90166,14646,104812
48406,19951,68357
59104,23156,82260
52609,12095,64704
84034,18219,102253
15260,35304,50564
47425,48868,96293
71673,25298,96971
92245,16979,109224
57699,59794,117493
77478,34416,111894
2768,63361,66129
87699,67328,155027
59476,84329,143805
13767,77808,91575
92659,26371,119030
84373,98937,183310
79787,57580,137367
64046,95025,159071
48097,6515,54612
44554,90829,135383
34911,38025,72936
69131,19807,88938
68672,97284,165956
54180,81028,135208
2656,17750,20406
36575,87081,123656
14837,70833,85670
58634,90234,148868
58930,78680,137610
59451,48455,107906
51768,29920,81688
35833,22107,57940
42851,38583,81434
83045,22250,105295
79148,10513,89661
17494,15401,32895
82830,37065,119895
81462,22947,104409
33453,91827,125280
67651,80682,148333
97395,61831,159226
91754,51597,143351
80417,25943,106360
45460,48445,93905
33039,62548,95587
3777,20184,23961
33618,20361,53979
34125,66939,101064
67701,19256,86957
48129,24287,72416
87911,50798,138709
2710,31915,34625
29708,41309,71017
44813,64415,109228
25839,64593,90432
42301,20801,63102
97902,8146,106048
95357,4126,99483
55375,10830,66205
87000,89654,176654
12529,74303,86832
22992,7853,30845
49818,82360,132178
80725,19125,99850
90597,91235,181832
2634,65663,68297
22292,34297,56589
74218,23600,97818
34714,69851,104565
4716,44455,49171
88364,80225,168589
